settlement_id,payment_id,order_ref,line_type,gross,fee,tax,net,instrument,settled_on,utr
STL0004051,pay0000000fd3,ORD0004051,payment,7442.48,148.85,26.79,7266.84,card_debit,2026-01-21,UTR202601210001
STL0004052,pay0000000fd4,ORD0004052,payment,4383.05,87.66,15.78,4279.61,wallet,2026-01-06,UTR202601060001
STL0004053,pay0000000fd5,ORD0004053,payment,3150.52,63.01,11.34,3076.17,upi,2026-01-12,UTR202601120001
STL0004054,pay0000000fd6,ORD0004054,payment,8817.56,176.35,31.74,8609.47,wallet,2026-01-17,UTR202601170001
STL0004055,pay0000000fd7,ORD0004055,payment,451.27,9.03,1.63,440.61,upi,2026-01-23,UTR202601230001
STL0004056,pay0000000fd8,ORD0004056,payment,6455.14,129.10,23.24,6302.80,upi,2026-01-04,UTR202601040001
STL0004056X,,,refund,-100.19,0.00,0.00,-100.19,upi,2026-01-04,UTR202601040001
STL0004057,pay0000000fd9,ORD0004057,payment,8506.40,170.13,30.62,8305.65,card_credit,2026-01-14,UTR202601140001
STL0004058,pay0000000fda,ORD0004058,payment,5809.33,116.19,20.91,5672.23,netbanking,2026-01-12,UTR202601120001
STL0004059,,,payment,6906.09,138.12,24.86,6743.11,netbanking,2026-01-07,UTR202601070001
STL0004060,pay0000000fdc,ORD0004060,payment,8380.19,167.60,30.17,8182.42,card_credit,2026-01-23,UTR202601230001
STL0004061,pay0000000fdd,ORD0004061,payment,9494.44,189.89,34.18,9270.37,card_credit,2026-01-18,UTR202601180001
STL0004062,pay0000000fde,ORD0004062,payment,2925.45,58.51,10.53,2856.41,upi,2026-01-13,UTR202601130001
STL0004063,pay0000000fdf,ORD0004063,payment,7123.74,142.47,25.64,6955.63,card_debit,2026-01-25,UTR202601250001
STL0004063X,,,chargeback,-194.57,0.00,0.00,-194.57,card_debit,2026-01-25,UTR202601250001
STL0004064,pay0000000fe0,ORD0004064,payment,4098.65,81.97,14.75,4001.93,wallet,2026-01-27,UTR202601270001
STL0004065,pay0000000fe1,ORD0004065,payment,2562.27,51.25,9.23,2501.79,netbanking,2026-01-21,UTR202601210001
STL0004066,pay0000000fe2,ORD0004066,payment,1391.95,27.84,5.01,1359.10,wallet,2026-01-16,UTR202601160001
STL0004067A,pay0000000fe3,ORD0004067,payment,20.46,0.41,0.07,19.98,netbanking,2026-01-13,UTR202601130001
STL0004067B,pay0000000fe3,ORD0004067,payment,13.64,0.27,0.05,13.32,netbanking,2026-01-13,UTR202601130001
STL0004068,pay0000000fe4,ORD0004068,payment,177.42,3.55,0.64,173.23,netbanking,2026-01-08,UTR202601080001
STL0004068X,,,adjustment,343.77,0.00,0.00,343.77,netbanking,2026-01-08,UTR202601080001
STL0004069,pay0000000fe5,ORD0004069,payment,4212.77,84.26,15.17,4113.34,netbanking,2026-01-03,UTR202601030001
STL0004070,pay0000000fe6,ORD0004070,payment,4159.73,83.19,14.97,4061.57,card_credit,2026-01-14,UTR202601140001
STL0004070X,,,refund,-425.13,0.00,0.00,-425.13,card_credit,2026-01-14,UTR202601140001
STL0004071,pay0000000fe7,ORD0004071,payment,924.91,18.50,3.33,903.08,wallet,2026-01-22,UTR202601220001
STL0004073,pay0000000fe9,ORD0004073,payment,8451.21,169.02,30.42,8251.77,card_debit,2026-01-25,UTR202601250001
STL0004074,pay0000000fea,ORD0004074,payment,249.37,4.99,0.90,243.48,card_debit,2026-01-21,UTR202601210001
STL0004075,pay0000000feb,ORD0004075,payment,4829.16,96.58,17.38,4715.20,wallet,2026-01-27,UTR202601270001
STL0004076,pay0000000fec,ORD0004076,payment,8996.20,179.92,32.39,8783.89,upi,2026-01-05,UTR202601050001
STL0004077,pay0000000fed,ORD0004077,payment,5598.58,111.97,20.15,5466.46,card_credit,2026-01-16,UTR202601160001
STL0004078,pay0000000fee,ORD0004078,payment,9940.49,198.81,35.79,9705.89,card_credit,2026-01-18,UTR202601180001
STL0004079,pay0000000fef,ORD0004079,payment,6612.75,132.26,23.81,6456.68,card_credit,2026-01-21,UTR202601210001
STL0004080,pay0000000ff0,ORD0004080,payment,6348.62,126.97,22.85,6198.80,card_debit,2026-01-12,UTR202601120001
STL0004081,pay0000000ff1,ORD0004081,payment,1308.96,26.18,4.71,1278.07,upi,2026-01-21,UTR202601210001
STL0004082,pay0000000ff2,ORD0004082,payment,6246.57,124.93,22.49,6099.15,wallet,2026-01-15,UTR202601150001
STL0004083,pay0000000ff3,ORD0004083,payment,9298.68,185.97,33.47,9079.24,netbanking,2026-01-29,UTR202601290001
STL0004084,pay0000000ff4,ORD0004084,payment,1650.21,33.00,5.94,1611.27,netbanking,2026-01-07,UTR202601070001
STL0004085,pay0000000ff5,ORD0004085,payment,553.75,11.08,1.99,540.68,card_debit,2026-01-12,UTR202601120001
STL0004086,pay0000000ff6,ORD0004086,payment,4287.26,85.75,15.44,4186.07,card_credit,2026-01-05,UTR202601050001
STL0004087,pay0000000ff7,ORD0004087,payment,324.64,6.49,1.17,316.98,card_debit,2026-01-17,UTR202601170001
STL0004088,pay0000000ff8,ORD0004088,payment,9461.03,189.22,34.06,9237.75,card_credit,2026-01-14,UTR202601140001
STL0004089,pay0000000ff9,ORD0004089,payment,664.42,13.29,2.39,648.74,upi,2026-01-13,UTR202601130001
STL0004090,pay0000000ffa,ORD0004090,payment,2092.16,41.84,7.53,2042.79,card_debit,2026-01-24,UTR202601240001
STL0004091,pay0000000ffb,ORD0004091,payment,6661.44,133.23,23.98,6504.23,card_credit,2026-01-04,UTR202601040001
STL0004092,pay0000000ffc,ORD0004092,payment,3642.10,72.84,13.11,3556.15,card_credit,2026-01-18,UTR202601180001
STL0004093,pay0000000ffd,ORD0004093,payment,2685.79,53.72,9.67,2622.40,wallet,2026-01-11,UTR202601110001
STL0004094,pay0000000ffe,ORD0004094,payment,4643.24,92.86,16.71,4533.67,netbanking,2026-01-22,UTR202601220001
STL0004095,pay0000000fff,ORD0004095,payment,7679.76,153.60,27.65,7498.51,card_credit,2026-01-25,UTR202601250001
STL0004096,pay0000001000,ORD0004096,payment,9629.88,192.60,34.67,9402.61,netbanking,2026-01-18,UTR202601180001
STL0004097,pay0000001001,ORD0004097,payment,9794.25,195.89,35.26,9563.10,wallet,2026-01-27,UTR202601270001
STL0004098,pay0000001002,ORD0004098,payment,5578.36,111.57,20.08,5446.71,netbanking,2026-01-15,UTR202601150001
STL0004099,pay0000001003,ORD0004099,payment,4510.57,90.21,16.24,4404.12,wallet,2026-01-12,UTR202601120001
STL0004100,pay0000001004,ORD0004100,payment,9244.07,184.88,33.28,9025.91,wallet,2026-01-14,UTR202601140001
STL0004101,pay0000001005,ORD0004101,payment,5740.06,114.80,20.66,5604.60,upi,2026-01-03,UTR202601030001
STL0004102,pay0000001006,ORD0004102,payment,2551.85,51.04,9.19,2491.62,upi,2026-01-26,UTR202601260001
STL0004103,pay0000001007,ORD0004103,payment,2567.30,128.37,9.24,2429.69,card_debit,2026-01-02,UTR202601020001
STL0004104,pay0000001008,ORD0004104,payment,2541.45,50.83,9.15,2481.47,wallet,2026-01-08,UTR202601080001
STL0004105,pay0000001009,ORD0004105,payment,2235.33,44.71,8.05,2182.57,netbanking,2026-01-29,UTR202601290001
STL0004106,pay000000100a,ORD0004106,payment,423.57,8.47,1.52,413.58,card_debit,2026-01-07,UTR202601070001
STL0004107,pay000000100b,ORD0004107,payment,9806.78,196.14,35.31,9575.33,wallet,2026-01-29,UTR202601290001
STL0004108,pay000000100c,ORD0004108,payment,2713.33,54.27,9.77,2649.29,wallet,2026-01-07,UTR202601070001
STL0004109,pay000000100d,ORD0004109,payment,1676.99,33.54,6.04,1637.41,upi,2026-01-09,UTR202601090001
STL0004110,pay000000100e,ORD0004110,payment,7198.34,143.97,25.91,7028.46,card_credit,2026-01-07,UTR202601070001
STL0004111,pay000000100f,ORD0004111,payment,6.39,0.13,0.02,6.24,card_debit,2026-01-04,UTR202601040001
STL0004112,pay0000001010,ORD0004112,payment,1841.97,36.84,6.63,1798.50,card_debit,2026-01-18,UTR202601180001
STL0004113,pay0000001011,ORD0004113,payment,5191.71,103.83,18.69,5069.19,wallet,2026-01-25,UTR202601250001
STL0004114,pay0000001012,ORD0004114,payment,6381.47,127.63,22.97,6230.87,upi,2026-01-03,UTR202601030001
STL0004115,pay0000001013,ORD0004115,payment,2822.82,56.46,10.16,2756.20,upi,2026-01-25,UTR202601250001
STL0004116,pay0000001014,ORD0004116,payment,4645.63,92.91,16.72,4536.00,wallet,2026-01-14,UTR202601140001
STL0004117,pay0000001015,ORD0004117,payment,2120.39,42.41,7.63,2070.35,upi,2026-01-19,UTR202601190001
STL0004118,pay0000001016,ORD0004118,payment,4129.54,82.59,14.87,4032.08,card_debit,2026-01-27,UTR202601270001
STL0004119,pay0000001017,ORD0004119,payment,7957.06,159.14,28.65,7769.27,netbanking,2026-01-15,UTR202601150001
STL0004120,pay0000001018,ORD0004120,payment,4900.40,98.01,17.64,4784.75,wallet,2026-01-09,UTR202601090001
STL0004121,pay0000001019,ORD0004121,payment,359.10,7.18,1.29,350.63,netbanking,2026-01-15,UTR202601150001
STL0004121X,,,chargeback,-7.26,0.00,0.00,-7.26,netbanking,2026-01-15,UTR202601150001
STL0004122,pay000000101a,ORD0004122,payment,2179.06,43.58,7.84,2127.64,netbanking,2026-01-19,UTR202601190001
STL0004123,pay000000101b,ORD0004123,payment,3518.33,70.37,12.67,3435.29,wallet,2026-01-23,UTR202601230001
STL0004124,pay000000101c,ORD0004124,payment,1423.43,28.47,5.12,1389.84,upi,2026-01-24,UTR202601240001
STL0004125,pay000000101d,ORD0004125,payment,8300.13,166.00,29.88,8104.25,card_debit,2026-01-24,UTR202601240001
STL0004126,pay000000101e,ORD0004126,payment,2838.76,56.78,10.22,2771.76,wallet,2026-01-03,UTR202601030001
STL0004127,pay000000101f,ORD0004127,payment,4759.69,95.19,17.13,4647.37,upi,2026-01-17,UTR202601170001
STL0004128,pay0000001020,ORD0004128,payment,4510.73,90.21,16.24,4404.28,card_debit,2026-01-28,UTR202601280001
STL0004129,pay0000001021,ORD0004129,payment,2006.83,40.14,7.23,1959.46,netbanking,2026-01-28,UTR202601280001
STL0004130,pay0000001022,ORD0004130,payment,8346.03,166.92,30.05,8149.06,card_credit,2026-01-10,UTR202601100001
STL0004131,,,payment,2807.48,56.15,10.11,2741.22,card_debit,2026-01-14,UTR202601140001
STL0004132,pay0000001024,ORD0004132,payment,6160.92,123.22,22.18,6015.52,wallet,2026-01-26,UTR202601260001
STL0004133,pay0000001025,ORD0004133,payment,8835.20,176.70,31.81,8626.69,wallet,2026-01-23,UTR202601230001
STL0004134,pay0000001026,ORD0004134,payment,6184.02,123.68,22.26,6038.08,upi,2026-01-26,UTR202601260001
STL0004135,pay0000001027,ORD0004135,payment,6267.25,125.35,22.56,6119.34,netbanking,2026-01-25,UTR202601250001
STL0004137,pay0000001029,ORD0004137,payment,7540.07,150.80,27.14,7362.13,card_credit,2026-01-19,UTR202601190001
STL0004138,pay000000102a,ORD0004138,payment,5902.03,118.04,21.25,5762.74,upi,2026-01-12,UTR202601120001
STL0004139,pay000000102b,ORD0004139,payment,1918.15,38.36,6.90,1872.89,card_debit,2026-01-25,UTR202601250001
STL0004140,pay000000102c,ORD0004140,payment,2029.88,40.60,7.31,1981.97,netbanking,2026-01-29,UTR202601290001
STL0004141,pay000000102d,ORD0004141,payment,8673.69,173.47,31.22,8469.00,netbanking,2026-01-23,UTR202601230001
STL0004142,pay000000102e,ORD0004142,payment,7303.96,146.08,26.29,7131.59,wallet,2026-01-19,UTR202601190001
STL0004143,pay000000102f,ORD0004143,payment,9536.48,190.73,34.33,9311.42,wallet,2026-01-08,UTR202601080001
STL0004144,pay0000001030,ORD0004144,payment,611.16,12.22,2.20,596.74,wallet,2026-01-13,UTR202601130001
STL0004144X,,,refund,-484.25,0.00,0.00,-484.25,wallet,2026-01-13,UTR202601130001
STL0004145,pay0000001031,ORD0004145,payment,2101.40,42.03,7.57,2051.80,card_credit,2026-01-26,UTR202601260001
STL0004146,pay0000001032,ORD0004146,payment,4907.49,98.15,17.67,4791.67,card_credit,2026-01-25,UTR202601250001
STL0004147,pay0000001033,ORD0004147,payment,7205.55,144.11,25.94,7035.50,card_debit,2026-01-17,UTR202601170001
STL0004148,pay0000001034,ORD0004148,payment,5683.84,113.68,20.46,5549.70,netbanking,2026-01-11,UTR202601110001
STL0004149,pay0000001035,ORD0004149,payment,4146.57,82.93,14.93,4048.71,upi,2026-01-29,UTR202601290001
STL0004150,pay0000001036,ORD0004150,payment,1480.43,29.61,5.33,1445.49,card_debit,2026-01-16,UTR202601160001
STL0004151,pay0000001037,ORD0004151,payment,3741.37,74.83,13.47,3653.07,netbanking,2026-01-14,UTR202601140001
STL0004152,pay0000001038,ORD0004152,payment,3471.00,69.42,12.50,3389.08,card_credit,2026-01-18,UTR202601180001
STL0004153,pay0000001039,ORD0004153,payment,3763.87,75.28,13.55,3675.04,card_credit,2026-01-17,UTR202601170001
STL0004154,pay000000103a,ORD0004154,payment,2884.36,57.69,10.38,2816.29,wallet,2026-01-03,UTR202601030001
STL0004155,pay000000103b,ORD0004155,payment,5468.28,109.37,19.69,5339.22,card_debit,2026-01-29,UTR202601290001
STL0004156,pay000000103c,ORD0004156,payment,607.82,12.16,2.19,593.47,card_credit,2026-01-14,UTR202601140001
STL0004157,pay000000103d,ORD0004157,payment,1121.85,22.44,4.04,1095.37,card_credit,2026-01-07,UTR202601070001
STL0004158,pay000000103e,ORD0004158,payment,8077.35,161.55,29.08,7886.72,upi,2026-01-19,UTR202601190001
STL0004159,pay000000103f,ORD0004159,payment,8897.23,177.94,32.03,8687.26,netbanking,2026-01-30,UTR202601300001
STL0004160,pay0000001040,ORD0004160,payment,4469.84,89.40,16.09,4364.35,card_credit,2026-01-02,UTR202601020001
STL0004161,pay0000001041,ORD0004161,payment,9098.91,181.98,32.76,8884.17,card_debit,2026-01-03,UTR202601030001
STL0004162,pay0000001042,ORD0004162,payment,482.96,9.66,1.74,471.56,card_debit,2026-01-22,UTR202601220001
STL0004163,pay0000001043,ORD0004163,payment,5380.99,107.62,19.37,5254.00,upi,2026-01-22,UTR202601220001
STL0004164,pay0000001044,ORD0004164,payment,3494.49,69.89,12.58,3412.02,wallet,2026-01-27,UTR202601270001
STL0004165,pay0000001045,ORD0004165,payment,6387.82,127.76,23.00,6237.06,card_debit,2026-01-26,UTR202601260001
STL0004166,pay0000001046,ORD0004166,payment,6069.82,121.40,21.85,5926.57,wallet,2026-01-02,UTR202601020001
STL0004167,pay0000001047,ORD0004167,payment,5088.40,101.77,18.32,4968.31,card_credit,2026-01-29,UTR202601290001
STL0004168,pay0000001048,ORD0004168,payment,5827.09,116.54,20.98,5689.57,netbanking,2026-01-11,UTR202601110001
STL0004169,pay0000001049,ORD0004169,payment,5527.08,110.54,19.90,5396.64,netbanking,2026-01-02,UTR202601020001
STL0004170,pay000000104a,ORD0004170,payment,7906.13,158.12,28.46,7719.55,netbanking,2026-01-28,UTR202601280001
STL0004171,pay000000104b,ORD0004171,payment,5346.85,106.94,19.25,5220.66,card_debit,2026-01-04,UTR202601040001
STL0004172,pay000000104c,ORD0004172,payment,7102.08,142.04,25.57,6934.47,wallet,2026-02-02,
STL0004173,pay000000104d,ORD0004173,payment,16.42,0.33,0.06,16.03,upi,2026-01-07,UTR202601070001
STL0004174,pay000000104e,ORD0004174,payment,948.96,18.98,3.42,926.56,card_credit,2026-01-13,UTR202601130001
STL0004175,pay000000104f,ORD0004175,payment,6406.80,128.14,23.07,6255.59,card_credit,2026-01-28,UTR202601280001
STL0004176,pay0000001050,ORD0004176,payment,2389.01,47.78,8.60,2332.63,netbanking,2026-01-06,UTR202601060001
STL0004177,pay0000001051,ORD0004177,payment,4585.03,91.70,16.51,4476.82,upi,2026-01-17,UTR202601170001
STL0004178,pay0000001052,ORD0004178,payment,704.33,14.09,2.54,687.70,wallet,2026-01-19,UTR202601190001
STL0004179,pay0000001053,ORD0004179,payment,2117.53,42.35,7.62,2067.56,card_debit,2026-01-04,UTR202601040001
STL0004180,pay0000001054,ORD0004180,payment,3360.44,67.21,12.10,3281.13,wallet,2026-01-28,UTR202601280001
STL0004181,pay0000001055,ORD0004181,payment,2903.82,58.08,10.45,2835.29,card_debit,2026-01-05,UTR202601050001
STL0004182,pay0000001056,ORD0004182,payment,9353.05,187.06,33.67,9132.32,card_credit,2026-01-17,UTR202601170001
STL0004183,pay0000001057,ORD0004183,payment,3955.44,79.11,14.24,3862.09,netbanking,2026-01-25,UTR202601250001
STL0004184,pay0000001058,ORD0004184,payment,3072.45,61.45,11.06,2999.94,card_debit,2026-01-19,UTR202601190001
STL0004185,pay0000001059,ORD0004185,payment,4030.99,80.62,14.51,3935.86,card_debit,2026-01-16,UTR202601160001
STL0004186,pay000000105a,ORD0004186,payment,6739.39,134.79,24.26,6580.34,wallet,2026-01-23,UTR202601230001
STL0004187,pay000000105b,ORD0004187,payment,8375.03,167.50,30.15,8177.38,wallet,2026-01-28,UTR202601280001
STL0004188,pay000000105c,ORD0004188,payment,8172.77,163.46,29.42,7979.89,card_credit,2026-01-07,UTR202601070001
STL0004189,pay000000105d,ORD0004189,payment,4349.45,86.99,15.66,4246.80,card_debit,2026-01-22,UTR202601220001
STL0004190,pay000000105e,ORD0004190,payment,4830.21,96.60,17.39,4716.22,netbanking,2026-02-03,
STL0004191,pay000000105f,ORD0004191,payment,287.85,5.76,1.04,281.05,wallet,2026-01-07,UTR202601070001
STL0004191X,,,refund,-285.76,0.00,0.00,-285.76,wallet,2026-01-07,UTR202601070001
STL0004192,pay0000001060,ORD0004192,payment,3322.25,66.45,11.96,3243.84,wallet,2026-01-30,UTR202601300001
STL0004193,pay0000001061,ORD0004193,payment,4702.84,94.06,16.93,4591.85,netbanking,2026-01-04,UTR202601040001
STL0004194,pay0000001062,ORD0004194,payment,7379.28,147.59,26.57,7205.12,netbanking,2026-01-11,UTR202601110001
STL0004195,pay0000001063,ORD0004195,payment,3296.21,65.92,11.87,3218.42,wallet,2026-01-10,UTR202601100001
STL0004196,pay0000001064,ORD0004196,payment,422.24,8.44,1.52,412.28,netbanking,2026-01-28,UTR202601280001
STL0004197A,pay0000001065,ORD0004197,payment,2222.26,44.45,8.00,2169.81,wallet,2026-01-21,UTR202601210001
STL0004197B,pay0000001065,ORD0004197,payment,1481.51,29.63,5.33,1446.55,wallet,2026-01-21,UTR202601210001
STL0004198,pay0000001066,ORD0004198,payment,3880.47,77.61,13.97,3788.89,wallet,2026-01-19,UTR202601190001
STL0004199,pay0000001067,ORD0004199,payment,2768.77,55.38,9.97,2703.42,card_debit,2026-01-20,UTR202601200001
STL0004200,pay0000001068,ORD0004200,payment,9035.80,180.72,32.53,8822.55,netbanking,2026-01-07,UTR202601070001
STL0004201,pay0000001069,ORD0004201,payment,4190.37,83.81,15.09,4091.47,wallet,2026-01-23,UTR202601230001
STL0004201X,,,adjustment,488.80,0.00,0.00,488.80,wallet,2026-01-23,UTR202601230001
STL0004202,pay000000106a,ORD0004202,payment,930.00,18.60,3.35,908.05,wallet,2026-01-21,UTR202601210001
STL0004203,pay000000106b,ORD0004203,payment,4062.63,81.25,14.63,3966.75,upi,2026-01-22,UTR202601220001
STL0004205,pay000000106d,ORD0004205,payment,4772.68,95.45,17.18,4660.05,card_debit,2026-01-21,UTR202601210001
STL0004206,pay000000106e,ORD0004206,payment,1514.72,30.29,5.45,1478.98,wallet,2026-01-15,UTR202601150001
STL0004207,pay000000106f,ORD0004207,payment,8913.04,178.26,32.09,8702.69,upi,2026-01-16,UTR202601160001
STL0004208,pay0000001070,ORD0004208,payment,3320.41,66.41,11.95,3242.05,netbanking,2026-01-04,UTR202601040001
STL0004209,pay0000001071,ORD0004209,payment,4343.64,86.87,15.64,4241.13,card_credit,2026-01-19,UTR202601190001
STL0004210,pay0000001072,ORD0004210,payment,144.14,2.88,0.52,140.74,upi,2026-01-27,UTR202601270001
STL0004211,pay0000001073,ORD0004211,payment,8811.61,176.23,31.72,8603.66,card_credit,2026-01-28,UTR202601280001
STL0004212,pay0000001074,ORD0004212,payment,452.82,9.06,1.63,442.13,upi,2026-01-25,UTR202601250001
STL0004213,pay0000001075,ORD0004213,payment,6754.76,135.10,24.32,6595.34,wallet,2026-01-06,UTR202601060001
STL0004214,pay0000001076,ORD0004214,payment,7755.55,155.11,27.92,7572.52,card_credit,2026-01-11,UTR202601110001
STL0004215,pay0000001077,ORD0004215,payment,3267.95,65.36,11.76,3190.83,upi,2026-01-13,UTR202601130001
STL0004216,pay0000001078,ORD0004216,payment,3269.88,65.40,11.77,3192.71,upi,2026-01-05,UTR202601050001
STL0004217,pay0000001079,ORD0004217,payment,7361.39,147.23,26.50,7187.66,card_credit,2026-01-05,UTR202601050001
STL0004218,pay000000107a,ORD0004218,payment,2085.92,41.72,7.51,2036.69,netbanking,2026-01-15,UTR202601150001
STL0004219,pay000000107b,ORD0004219,payment,8146.60,162.93,29.33,7954.34,wallet,2026-01-19,UTR202601190001
STL0004220,pay000000107c,ORD0004220,payment,9215.07,184.30,33.17,8997.60,card_debit,2026-01-16,UTR202601160001
STL0004221,pay000000107d,ORD0004221,payment,3177.49,63.55,11.44,3102.50,wallet,2026-01-28,UTR202601280001
STL0004222,pay000000107e,ORD0004222,payment,4325.27,86.51,15.57,4223.19,netbanking,2026-01-17,UTR202601170001
STL0004223,pay000000107f,ORD0004223,payment,4485.28,89.71,16.15,4379.42,card_debit,2026-01-12,UTR202601120001
STL0004224,pay0000001080,ORD0004224,payment,6434.40,128.69,23.16,6282.55,wallet,2026-01-13,UTR202601130001
STL0004225,pay0000001081,ORD0004225,payment,9112.97,182.26,32.81,8897.90,card_credit,2026-01-06,UTR202601060001
STL0004226,pay0000001082,ORD0004226,payment,9620.40,515.66,34.63,9070.11,card_debit,2026-01-08,UTR202601080001
STL0004227,pay0000001083,ORD0004227,payment,8121.22,162.42,29.24,7929.56,card_debit,2026-01-25,UTR202601250001
STL0004228,pay0000001084,ORD0004228,payment,935.38,18.71,3.37,913.30,card_credit,2026-01-14,UTR202601140001
STL0004229,pay0000001085,ORD0004229,payment,8620.57,172.41,31.03,8417.13,upi,2026-01-10,UTR202601100001
STL0004230,pay0000001086,ORD0004230,payment,7726.58,154.53,27.82,7544.23,card_credit,2026-01-14,UTR202601140001
STL0004231,pay0000001087,ORD0004231,payment,6119.01,122.38,22.03,5974.60,card_debit,2026-01-16,UTR202601160001
STL0004232,pay0000001088,ORD0004232,payment,8338.12,166.76,30.02,8141.34,netbanking,2026-01-15,UTR202601150001
STL0004233,pay0000001089,ORD0004233,payment,1287.74,25.75,4.64,1257.35,upi,2026-01-14,UTR202601140001
STL0004234,pay000000108a,ORD0004234,payment,5112.15,102.24,18.40,4991.51,netbanking,2026-01-10,
STL0004235,pay000000108b,ORD0004235,payment,1699.09,33.98,6.12,1658.99,upi,2026-01-09,UTR202601090001
STL0004236,pay000000108c,ORD0004236,payment,5791.16,115.82,20.85,5654.49,card_debit,2026-01-04,UTR202601040001
STL0004237,pay000000108d,ORD0004237,payment,3149.17,62.98,11.34,3074.85,netbanking,2026-01-29,UTR202601290001
STL0004238,pay000000108e,ORD0004238,payment,619.18,12.38,2.23,604.57,card_debit,2026-01-26,UTR202601260001
STL0004239,pay000000108f,ORD0004239,payment,8507.49,170.15,30.63,8306.71,card_debit,2026-01-18,UTR202601180001
STL0004240,pay0000001090,ORD0004240,payment,7543.90,150.88,27.16,7365.86,card_debit,2026-01-08,UTR202601080001
STL0004241,pay0000001091,ORD0004241,payment,8085.85,161.72,29.11,7895.02,card_credit,2026-01-04,UTR202601040001
STL0004242,pay0000001092,ORD0004242,payment,7859.89,157.20,28.30,7674.39,upi,2026-01-02,UTR202601020001
STL0004243,pay0000001093,ORD0004243,payment,1982.69,39.65,7.14,1935.90,upi,2026-01-16,UTR202601160001
STL0004244,pay0000001094,ORD0004244,payment,3963.93,79.28,14.27,3870.38,upi,2026-01-15,UTR202601150001
STL0004245,pay0000001095,ORD0004245,payment,3291.73,65.83,11.85,3214.05,card_credit,2026-01-25,UTR202601250001
STL0004246,pay0000001096,ORD0004246,payment,9967.83,199.36,35.88,9732.59,card_debit,2026-01-03,UTR202601030001
STL0004247,pay0000001097,ORD0004247,payment,2313.75,46.28,8.33,2259.14,netbanking,2026-01-10,UTR202601100001
STL0004248,pay0000001098,ORD0004248,payment,5811.24,116.22,20.92,5674.10,wallet,2026-01-10,UTR202601100001
STL0004249,pay0000001099,ORD0004249,payment,988.43,19.77,3.56,965.10,card_credit,2026-01-17,UTR202601170001
STL0004251,pay000000109b,ORD0004251,payment,2577.29,51.55,9.28,2516.46,card_credit,2026-01-27,UTR202601270001
STL0004252,pay000000109c,ORD0004252,payment,9525.70,190.51,34.29,9300.90,card_debit,2026-01-14,UTR202601140001
STL0004253,pay000000109d,ORD0004253,payment,3957.02,79.14,14.25,3863.63,netbanking,2026-01-30,UTR202601300001
STL0004254,pay000000109e,ORD0004254,payment,7886.18,157.72,28.39,7700.07,wallet,2026-01-06,UTR202601060001
STL0004255,pay000000109f,ORD0004255,payment,7873.91,157.48,28.35,7688.08,card_credit,2026-01-15,UTR202601150001
STL0004256,pay00000010a0,ORD0004256,payment,7952.50,159.05,28.63,7764.82,netbanking,2026-01-09,UTR202601090001
STL0004257,,,payment,9240.84,184.82,33.27,9022.75,upi,2026-01-12,UTR202601120001
STL0004258,pay00000010a2,ORD0004258,payment,8318.24,166.36,29.94,8121.94,card_credit,2026-01-28,UTR202601280001
STL0004259,pay00000010a3,ORD0004259,payment,7645.00,152.90,27.52,7464.58,card_credit,2026-01-26,UTR202601260001
STL0004260,pay00000010a4,ORD0004260,payment,2687.44,53.75,9.68,2624.01,card_debit,2026-01-19,UTR202601190001
STL0004261,pay00000010a5,ORD0004261,payment,5624.77,112.50,20.25,5492.02,card_debit,2026-01-10,UTR202601100001
STL0004262,pay00000010a6,ORD0004262,payment,698.15,13.96,2.51,681.68,upi,2026-01-11,UTR202601110001
STL0004263,pay00000010a7,ORD0004263,payment,5061.25,101.23,18.22,4941.80,upi,2026-01-12,UTR202601120001
STL0004263X,,,refund,-390.58,0.00,0.00,-390.58,upi,2026-01-12,UTR202601120001
STL0004264,pay00000010a8,ORD0004264,payment,4807.35,96.15,17.31,4693.89,card_credit,2026-01-20,UTR202601200001
STL0004265,pay00000010a9,ORD0004265,payment,1410.22,28.20,5.08,1376.94,wallet,2026-01-24,UTR202601240001
STL0004266,pay00000010aa,ORD0004266,payment,2562.05,51.24,9.22,2501.59,netbanking,2026-01-17,UTR202601170001
STL0004267,pay00000010ab,ORD0004267,payment,7327.88,146.56,26.38,7154.94,upi,2026-01-18,UTR202601180001
STL0004267X,,,refund,-319.85,0.00,0.00,-319.85,upi,2026-01-18,UTR202601180001
STL0004268,pay00000010ac,ORD0004268,payment,2555.22,51.10,9.20,2494.92,upi,2026-01-06,UTR202601060001
STL0004269,pay00000010ad,ORD0004269,payment,9843.98,196.88,35.44,9611.66,netbanking,2026-01-05,UTR202601050001
STL0004270,pay00000010ae,ORD0004270,payment,1796.28,35.93,6.47,1753.88,netbanking,2026-01-22,UTR202601220001
STL0004271,pay00000010af,ORD0004271,payment,818.86,16.38,2.95,799.53,wallet,2026-01-19,UTR202601190001
STL0004272,pay00000010b0,ORD0004272,payment,6620.06,132.40,23.83,6463.83,card_debit,2026-01-19,UTR202601190001
STL0004273,pay00000010b1,ORD0004273,payment,4767.01,95.34,17.16,4654.51,wallet,2026-01-30,UTR202601300001
STL0004274,pay00000010b2,ORD0004274,payment,29.11,0.58,0.10,28.43,card_debit,2026-01-08,UTR202601080001
STL0004275,pay00000010b3,ORD0004275,payment,8484.15,169.68,30.54,8283.93,card_debit,2026-01-26,UTR202601260001
